TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;067;202.00;2072;1
Census Block;51;067;202.00;2073;1
Census Block;51;067;202.00;2074;1
Census Block;51;067;202.00;2075;1
Census Block;51;067;202.00;3022;1
Census Block;51;067;202.00;3023;1
Census Block;51;067;202.00;3024;1
Census Block;51;067;202.00;3025;1
Census Block;51;067;202.00;3026;1
Census Block;51;067;202.00;3035;1
Census Block;51;067;202.00;3036;1
Census Block;51;067;202.00;3037;1
Census Block;51;067;202.00;3038;1
Census Block;51;067;202.00;3039;1
Census Block;51;067;202.00;3042;1
Census Block;51;067;202.00;3043;1
Census Block;51;067;202.00;3044;1
Census Block;51;067;202.00;3053;1
Census Block;51;067;202.00;3054;1
Census Block;51;067;202.00;3060;1
Census Block;51;067;204.00;3036;1
Census Block;51;067;204.00;3037;1
Census Block;51;067;204.00;3038;1
Census Block;51;067;204.00;3039;1
Census Block;51;067;204.00;3041;1
Census Block;51;067;204.00;3042;1
Census Block;51;067;204.00;3045;1
Census Block;51;067;204.00;3046;1
Census Block;51;067;204.00;3047;1
Census Block;51;067;204.00;3048;1
Census Block;51;067;204.00;3049;1
Census Block;51;067;204.00;3050;1
Census Block;51;067;204.00;3051;1
Census Block;51;067;204.00;3052;1
Census Block;51;067;204.00;3053;1
Census Block;51;067;204.00;3054;1
Census Block;51;067;204.00;3055;1
Census Block;51;067;204.00;3056;1
Census Block;51;067;204.00;3057;1
Census Block;51;067;204.00;3058;1
Census Block;51;067;204.00;3059;1
Census Block;51;067;204.00;3060;1
Census Block;51;067;204.00;3061;1
Census Block;51;067;205.00;4075;1
Census Block;51;067;205.00;4076;1
Census Block;51;067;205.00;4098;1
Census Block;51;067;205.00;4099;1
Census Block;51;067;205.00;4100;1
Census Block;51;067;205.00;4101;1
Census Block;51;067;205.00;4102;1
Census Block;51;067;208.00;1000;1
Census Block;51;067;208.00;1001;1
Census Block;51;067;208.00;1003;1
Census Block;51;067;208.00;1004;1
Census Block;51;067;208.00;1005;1,2
Census Block;51;067;208.00;1014;2
Census Block;51;067;208.00;1015;2
Census Block;51;067;208.00;1026;1
Census Block;51;067;208.00;1027;1,2
Census Block;51;067;208.00;1028;1
Census Block;51;067;208.00;1029;1
Census Block;51;067;208.00;2000;1
Census Block;51;067;208.00;2001;1
Census Block;51;067;208.00;2002;1
Census Block;51;067;208.00;2003;1
Census Block;51;067;208.00;2004;1
Census Block;51;067;208.00;2005;1
Census Block;51;067;208.00;2006;1
Census Block;51;067;208.00;2007;1
Census Block;51;067;208.00;2008;1
Census Block;51;067;208.00;2009;1
Census Block;51;067;208.00;2010;1
Census Block;51;067;208.00;2011;1
Census Block;51;067;208.00;2012;1
Census Block;51;067;208.00;2013;1
Census Block;51;067;208.00;2014;1
Census Block;51;067;208.00;2015;1
Census Block;51;067;208.00;2016;1
Census Block;51;067;208.00;2017;1
Census Block;51;067;208.00;2018;1
Census Block;51;067;208.00;2019;1
Census Block;51;067;208.00;2020;1
Census Block;51;067;208.00;2021;1
Census Block;51;067;208.00;2022;1
Census Block;51;067;208.00;2023;1
Census Block;51;067;208.00;2024;1
Census Block;51;067;208.00;2025;1
Census Block;51;067;208.00;2026;1
Census Block;51;067;208.00;2027;1,2
Census Block;51;067;208.00;2028;1
Census Block;51;067;208.00;2029;1
Census Block;51;067;208.00;2030;1
Census Block;51;067;208.00;2031;1
Census Block;51;067;208.00;2032;1
Census Block;51;067;208.00;2033;1
Census Block;51;067;208.00;2034;1
Census Block;51;067;208.00;2035;1
Census Block;51;067;208.00;2036;1
Census Block;51;067;208.00;2037;1,2
Census Block;51;067;208.00;2038;1
Census Block;51;067;208.00;2039;1
Census Block;51;067;208.00;2040;1,2
Census Block;51;067;208.00;2043;1
Census Block;51;067;208.00;3000;1
Census Block;51;067;208.00;3001;1,2
Census Block;51;067;208.00;3002;1,2
Census Block;51;067;208.00;3003;2
Census Block;51;067;208.00;3004;2
Census Block;51;067;208.00;3005;2
Census Block;51;067;208.00;3006;1,2
Census Block;51;067;208.00;3007;2
Census Block;51;067;208.00;3008;2
Census Block;51;067;208.00;3009;2
Census Block;51;067;208.00;3010;2
Census Block;51;067;208.00;3011;2
Census Block;51;067;208.00;3012;2
Census Block;51;067;208.00;3013;2
Census Block;51;067;208.00;3014;2
Census Block;51;067;208.00;3015;2
Census Block;51;067;208.00;3016;2
Census Block;51;067;208.00;3017;2
Census Block;51;067;208.00;3018;2
Census Block;51;067;208.00;3019;2
Census Block;51;067;208.00;3020;2
Census Block;51;067;208.00;3021;2
Census Block;51;067;208.00;3022;2
Census Block;51;067;208.00;3023;2
Census Block;51;067;208.00;3024;2
Census Block;51;067;208.00;3025;2
Census Block;51;067;208.00;3026;2
Census Block;51;067;208.00;3027;2
Census Block;51;067;208.00;3028;2
Census Block;51;067;208.00;3029;2
Census Block;51;067;208.00;3030;2
Census Block;51;067;208.00;3031;2
Census Block;51;067;208.00;3032;2
Census Block;51;067;208.00;3033;2
Census Block;51;067;208.00;4000;2
Census Block;51;067;208.00;4001;2
Census Block;51;067;208.00;4002;2
Census Block;51;067;208.00;4003;1,2
Census Block;51;067;208.00;4004;1,2
Census Block;51;067;208.00;4005;2
Census Block;51;067;208.00;4016;2
Census Block;51;067;208.00;4017;2
Census Block;51;067;208.00;4018;2
Census Block;51;067;208.00;4019;2
Census Block;51;067;208.00;4020;2
Census Block;51;067;208.00;4021;2
Census Block;51;067;208.00;4022;2
Census Block;51;067;208.00;5000;2
Census Block;51;067;208.00;5001;2
Census Block;51;067;208.00;5002;2
Census Block;51;067;208.00;5003;2
Census Block;51;067;208.00;5004;2
Census Block;51;067;208.00;5010;2
Census Block;51;067;208.00;5021;2
Census Block;51;067;208.00;5022;2
Census Block;51;067;208.00;5023;2
Census Block;51;067;208.00;5024;2
Census Block;51;067;208.00;5025;2
Census Block;51;067;208.00;5026;2
Census Block;51;067;208.00;5027;2
Census Block;51;067;208.00;5071;2
