TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;059;4506.01;1000;1
Census Block;51;059;4506.01;1001;1
Census Block;51;059;4506.01;1002;1
Census Block;51;059;4506.01;1003;1
Census Block;51;059;4506.01;1004;1
Census Block;51;059;4506.01;1005;1
Census Block;51;059;4506.01;1006;1
Census Block;51;059;4506.01;1007;1
Census Block;51;059;4506.01;1008;1
Census Block;51;059;4506.01;1009;1
Census Block;51;059;4506.01;1010;1
Census Block;51;059;4506.01;1011;1
Census Block;51;059;4506.01;1012;1
Census Block;51;059;4506.01;1013;1
Census Block;51;059;4506.01;1014;1
Census Block;51;059;4506.01;1015;1
Census Block;51;059;4506.01;1016;1
Census Block;51;059;4506.01;1017;1
Census Block;51;059;4506.01;1018;1
Census Block;51;059;4506.01;1019;1
Census Block;51;059;4506.01;1020;1
Census Block;51;059;4506.01;1021;1
Census Block;51;059;4506.01;1022;1
Census Block;51;059;4506.01;1023;1
Census Block;51;059;4506.01;1024;1
Census Block;51;059;4506.01;4000;1
Census Block;51;059;4506.01;4001;1
Census Block;51;059;4506.01;4002;1
Census Block;51;059;4506.01;4003;1
Census Block;51;059;4506.01;4004;1
Census Block;51;059;4506.01;4005;1
Census Block;51;059;4506.01;4006;1
Census Block;51;059;4506.01;4007;1
Census Block;51;059;4507.01;1000;1
Census Block;51;059;4507.01;1001;1
Census Block;51;059;4507.01;1002;1
Census Block;51;059;4507.01;1003;1
Census Block;51;059;4507.01;1004;1
Census Block;51;059;4507.01;1005;1
Census Block;51;059;4507.01;1006;1
Census Block;51;059;4507.01;1007;1
Census Block;51;059;4507.01;1008;1
Census Block;51;059;4507.01;1009;1
Census Block;51;059;4507.01;1010;1
Census Block;51;059;4507.01;1011;1
Census Block;51;059;4507.01;1012;1
Census Block;51;059;4507.01;1013;1
Census Block;51;059;4507.01;1014;1
Census Block;51;059;4507.01;1015;1
Census Block;51;059;4507.01;1016;1
Census Block;51;059;4507.01;1017;1
Census Block;51;059;4507.01;1018;1
Census Block;51;059;4507.01;1019;1
Census Block;51;059;4507.01;1020;1
Census Block;51;059;4507.01;1021;1
Census Block;51;059;4507.01;1022;1
Census Block;51;059;4507.01;1023;1
Census Block;51;059;4507.02;1000;1
Census Block;51;059;4507.02;1001;1
Census Block;51;059;4507.02;1002;1
Census Block;51;059;4507.02;1003;1
Census Block;51;059;4507.02;1004;1
Census Block;51;059;4507.02;1005;1
Census Block;51;059;4507.02;1006;1
Census Block;51;059;4507.02;1007;1
Census Block;51;059;4507.02;2000;1
Census Block;51;059;4507.02;2001;1
Census Block;51;059;4507.02;2002;1
Census Block;51;059;4507.02;2003;1
Census Block;51;059;4507.02;2004;1
Census Block;51;059;4508.00;1000;1
Census Block;51;059;4508.00;1001;1
Census Block;51;059;4508.00;1002;1
Census Block;51;059;4508.00;1003;1
Census Block;51;059;4508.00;1004;1
Census Block;51;059;4508.00;1005;1
Census Block;51;059;4508.00;1006;1
Census Block;51;059;4508.00;1007;1
