TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;083;9302.02;3068;1
Census Block;51;083;9302.02;3076;1
Census Block;51;083;9306.00;3010;1
Census Block;51;083;9306.00;3011;1
Census Block;51;083;9306.00;3012;1
Census Block;51;083;9306.00;3013;1
Census Block;51;083;9306.00;3014;1
Census Block;51;083;9306.00;3015;1
Census Block;51;083;9306.00;3016;1
Census Block;51;083;9306.00;3017;1
Census Block;51;083;9306.00;3018;1
Census Block;51;083;9306.00;3019;1
Census Block;51;083;9306.00;3020;1
Census Block;51;083;9306.00;3021;1
Census Block;51;083;9306.00;3022;1
Census Block;51;083;9306.00;3023;1
Census Block;51;083;9306.00;3024;1
Census Block;51;083;9306.00;3025;1
Census Block;51;083;9306.00;3033;1
Census Block;51;083;9306.00;3034;1
Census Block;51;083;9306.00;3035;1
Census Block;51;083;9306.00;3036;1
Census Block;51;083;9306.00;3038;1
Census Block;51;083;9306.00;3039;1
Census Block;51;083;9306.00;3040;1
Census Block;51;083;9306.00;3041;1
Census Block;51;083;9306.00;3042;1
Census Block;51;083;9306.00;3043;1
Census Block;51;083;9306.00;3044;1
Census Block;51;083;9306.00;3045;1
Census Block;51;083;9306.00;3046;1
Census Block;51;083;9306.00;3047;1
Census Block;51;083;9306.00;3048;1
Census Block;51;083;9306.00;3049;1
Census Block;51;083;9306.00;3050;1
Census Block;51;083;9306.00;3051;1
Census Block;51;083;9306.00;3052;1
Census Block;51;083;9306.00;3053;1
Census Block;51;083;9306.00;3054;1
Census Block;51;083;9306.00;3060;1
Census Block;51;083;9306.00;3061;1
Census Block;51;083;9306.00;3062;1
Census Block;51;083;9306.00;3063;1
Census Block;51;083;9306.00;3065;1
Census Block;51;083;9306.00;4000;1
Census Block;51;083;9306.00;4001;1
Census Block;51;083;9306.00;4003;1
Census Block;51;083;9306.00;4006;1
Census Block;51;083;9306.00;4007;1
Census Block;51;083;9306.00;4008;1
Census Block;51;083;9306.00;4009;1
Census Block;51;083;9306.00;4010;1
Census Block;51;083;9306.00;4011;1
Census Block;51;083;9306.00;4017;1
Census Block;51;083;9306.00;4021;1
Census Block;51;083;9306.00;4023;1
Census Block;51;083;9306.00;4024;1
Census Block;51;083;9306.00;4025;1
Census Block;51;083;9306.00;4026;1
Census Block;51;083;9306.00;4027;1
Census Block;51;083;9306.00;4028;1
Census Block;51;083;9306.00;4029;1
Census Block;51;083;9306.00;4030;1
Census Block;51;083;9306.00;4031;1
Census Block;51;083;9306.00;4032;1
Census Block;51;083;9306.00;4033;1
Census Block;51;083;9306.00;4034;1
Census Block;51;083;9306.00;4035;1
Census Block;51;083;9306.00;4036;1
Census Block;51;083;9306.00;4037;1
Census Block;51;083;9306.00;4038;1
Census Block;51;083;9306.00;4039;1
Census Block;51;083;9306.00;4040;1
Census Block;51;083;9306.00;4041;1
Census Block;51;083;9306.00;4042;1
Census Block;51;083;9306.00;4053;1
Census Block;51;083;9306.00;4057;1
Census Block;51;083;9306.00;4058;1
Census Block;51;083;9306.00;4059;1
