TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;015;704.00;2028;1
Census Block;51;015;704.00;2029;1
Census Block;51;015;704.00;2041;1
Census Block;51;015;704.00;2045;1
Census Block;51;015;704.00;2051;1
Census Block;51;015;704.00;2056;1
Census Block;51;015;704.00;2057;1
Census Block;51;015;704.00;2058;1
Census Block;51;015;704.00;2059;1
Census Block;51;015;704.00;2061;1
Census Block;51;015;704.00;2065;1
Census Block;51;015;704.00;2066;1
Census Block;51;015;704.00;2067;1
Census Block;51;015;704.00;2068;1
Census Block;51;015;704.00;2069;1
Census Block;51;015;704.00;2070;1
Census Block;51;015;704.00;2071;1
Census Block;51;015;704.00;2072;1
Census Block;51;015;704.00;2073;1
Census Block;51;015;704.00;2074;1
Census Block;51;015;704.00;2075;1
Census Block;51;015;704.00;2076;1
Census Block;51;015;704.00;2077;1
Census Block;51;015;704.00;2078;1
Census Block;51;015;704.00;2079;1
Census Block;51;015;704.00;2093;1
Census Block;51;015;704.00;2101;1
Census Block;51;015;704.00;2126;1
Census Block;51;015;704.00;2128;1
Census Block;51;015;704.00;2129;1
