TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;185;202.00;1020;1
Census Block;51;185;202.00;1022;1
Census Block;51;185;202.00;1023;1
Census Block;51;185;202.00;1025;1
Census Block;51;185;202.00;1060;1
Census Block;51;185;202.00;1061;1
Census Block;51;185;202.00;1062;1
Census Block;51;185;202.00;1063;1
Census Block;51;185;202.00;1064;1
Census Block;51;185;202.00;1065;1
Census Block;51;185;202.00;1066;1
Census Block;51;185;202.00;1067;1
Census Block;51;185;202.00;1068;1
Census Block;51;185;202.00;1069;1,2
Census Block;51;185;202.00;1070;1,2
Census Block;51;185;202.00;1071;2
Census Block;51;185;202.00;1072;2
Census Block;51;185;202.00;1073;1,2
Census Block;51;185;202.00;1074;2
Census Block;51;185;202.00;1078;1
Census Block;51;185;202.00;1079;1
Census Block;51;185;202.00;1080;1,2
Census Block;51;185;202.00;1081;2
Census Block;51;185;202.00;1082;2
Census Block;51;185;202.00;1083;2
Census Block;51;185;202.00;1084;1,2
Census Block;51;185;202.00;1085;1,2
Census Block;51;185;202.00;1086;2
Census Block;51;185;202.00;1087;2
Census Block;51;185;202.00;1088;2
Census Block;51;185;202.00;1089;2
Census Block;51;185;202.00;1090;2
Census Block;51;185;202.00;1091;2
Census Block;51;185;202.00;1092;2
Census Block;51;185;202.00;1093;2
Census Block;51;185;202.00;1094;2
Census Block;51;185;202.00;1095;2
Census Block;51;185;202.00;1096;1
Census Block;51;185;202.00;1097;1
Census Block;51;185;202.00;1098;1
Census Block;51;185;202.00;1099;1
Census Block;51;185;202.00;1100;1
Census Block;51;185;202.00;1101;1
Census Block;51;185;202.00;1102;1
Census Block;51;185;202.00;1103;1
Census Block;51;185;202.00;1104;1,2
Census Block;51;185;202.00;1105;1
Census Block;51;185;202.00;1106;1
Census Block;51;185;202.00;1107;1
Census Block;51;185;202.00;1108;1
Census Block;51;185;202.00;1111;1
Census Block;51;185;202.00;2000;1
Census Block;51;185;202.00;2001;1
Census Block;51;185;202.00;2002;1
Census Block;51;185;202.00;2003;1
Census Block;51;185;202.00;2004;1
Census Block;51;185;202.00;2005;1
Census Block;51;185;202.00;2006;1
Census Block;51;185;202.00;2011;1
Census Block;51;185;202.00;2013;1
Census Block;51;185;202.00;2017;1
Census Block;51;185;202.00;2018;1
Census Block;51;185;202.00;2019;1
Census Block;51;185;202.00;2020;1,2
Census Block;51;185;202.00;2021;1
Census Block;51;185;202.00;2022;1
Census Block;51;185;202.00;2023;1
Census Block;51;185;202.00;2030;1
Census Block;51;185;202.00;2034;1
Census Block;51;185;202.00;2037;1
Census Block;51;185;202.00;2038;1
Census Block;51;185;202.00;2042;1
Census Block;51;185;202.00;2047;1
Census Block;51;185;202.00;2048;1
Census Block;51;185;202.00;2049;1,2
Census Block;51;185;202.00;2050;1
Census Block;51;185;202.00;2051;1
Census Block;51;185;202.00;2054;1
Census Block;51;185;202.00;2055;1
Census Block;51;185;202.00;2056;1
Census Block;51;185;202.00;2057;1,2
Census Block;51;185;202.00;2058;1
Census Block;51;185;202.00;2059;1
Census Block;51;185;202.00;2060;1
Census Block;51;185;202.00;2061;1
Census Block;51;185;202.00;2062;1
Census Block;51;185;202.00;2063;1
Census Block;51;185;202.00;2064;1
Census Block;51;185;202.00;2065;1
Census Block;51;185;202.00;2066;1
Census Block;51;185;202.00;2067;1
Census Block;51;185;202.00;2069;1
Census Block;51;185;202.00;2070;1
Census Block;51;185;202.00;2071;1
Census Block;51;185;202.00;2072;1
Census Block;51;185;202.00;2073;1
Census Block;51;185;202.00;2074;1
Census Block;51;185;202.00;2075;1
Census Block;51;185;202.00;2076;1
Census Block;51;185;202.00;2077;1
Census Block;51;185;202.00;2083;1
Census Block;51;185;202.00;2084;1
Census Block;51;185;202.00;2085;1
Census Block;51;185;202.00;3000;2
Census Block;51;185;202.00;3001;2
Census Block;51;185;202.00;3002;2
Census Block;51;185;202.00;3003;2
Census Block;51;185;202.00;3004;2
Census Block;51;185;202.00;3005;2
Census Block;51;185;202.00;3006;2
Census Block;51;185;202.00;3007;2
Census Block;51;185;202.00;3008;2
Census Block;51;185;202.00;3009;2
Census Block;51;185;202.00;3010;2
Census Block;51;185;202.00;3011;2
Census Block;51;185;202.00;3012;2
Census Block;51;185;202.00;3013;2
Census Block;51;185;202.00;3014;2
Census Block;51;185;202.00;3015;2
Census Block;51;185;202.00;3016;2
Census Block;51;185;202.00;3017;2
Census Block;51;185;202.00;3018;2
Census Block;51;185;202.00;3019;2
Census Block;51;185;202.00;3020;2
Census Block;51;185;202.00;3021;2
Census Block;51;185;202.00;3022;1,2
Census Block;51;185;202.00;3023;1,2
Census Block;51;185;202.00;3024;1
Census Block;51;185;202.00;3025;1,2
Census Block;51;185;202.00;3026;1,2
Census Block;51;185;202.00;3027;2
Census Block;51;185;202.00;3028;1
Census Block;51;185;202.00;3029;1
Census Block;51;185;202.00;3030;1
Census Block;51;185;202.00;3031;1
Census Block;51;185;202.00;3032;1
Census Block;51;185;202.00;3033;2
Census Block;51;185;202.00;3034;2
Census Block;51;185;202.00;3035;2
Census Block;51;185;202.00;3036;2
Census Block;51;185;202.00;3037;1,2
Census Block;51;185;202.00;3038;2
Census Block;51;185;202.00;3039;2
Census Block;51;185;202.00;3040;2
Census Block;51;185;202.00;3041;1
Census Block;51;185;202.00;3042;1,2
Census Block;51;185;202.00;3043;1,2
Census Block;51;185;202.00;3044;2
Census Block;51;185;202.00;3045;1
