TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;169;302.00;1010;1
Census Block;51;169;302.00;1011;1
Census Block;51;169;302.00;1012;1
Census Block;51;169;302.00;1029;1
Census Block;51;169;302.00;1030;1
Census Block;51;169;302.00;1031;1
Census Block;51;169;302.00;1032;1
Census Block;51;169;302.00;1033;1
Census Block;51;169;302.00;1034;1
Census Block;51;169;302.00;1038;1
Census Block;51;169;302.00;1039;1
Census Block;51;169;302.00;1041;1
Census Block;51;169;302.00;1042;1
Census Block;51;169;302.00;1060;1
Census Block;51;169;302.00;1068;1
Census Block;51;169;302.00;2002;1
Census Block;51;169;302.00;2003;1
Census Block;51;169;302.00;2013;1
Census Block;51;169;302.00;2031;1
Census Block;51;169;302.00;2032;1
Census Block;51;169;303.00;1094;1
Census Block;51;169;303.00;1095;1
Census Block;51;169;303.00;1112;1
Census Block;51;169;303.00;1113;1
Census Block;51;169;303.00;1114;1
Census Block;51;169;303.00;1115;1
Census Block;51;169;303.00;1116;1
