TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;083;9302.02;2095;1
Census Block;51;083;9302.02;2096;1
Census Block;51;083;9302.02;2098;1
Census Block;51;083;9302.02;2099;1
Census Block;51;083;9302.02;3054;1
Census Block;51;083;9302.02;3055;1
Census Block;51;083;9302.02;3056;1
Census Block;51;083;9302.02;3066;1
Census Block;51;083;9302.02;3067;1
Census Block;51;083;9302.02;3069;1
Census Block;51;083;9302.02;3070;1
Census Block;51;083;9302.02;3071;1
Census Block;51;083;9302.02;3074;1
Census Block;51;083;9302.02;3075;1
Census Block;51;083;9302.02;3081;1
Census Block;51;083;9306.00;1000;1
Census Block;51;083;9306.00;1001;1
Census Block;51;083;9306.00;1002;1
Census Block;51;083;9306.00;1003;1
Census Block;51;083;9306.00;1004;1
Census Block;51;083;9306.00;1005;1
Census Block;51;083;9306.00;1006;1
Census Block;51;083;9306.00;1007;1
Census Block;51;083;9306.00;1008;1
Census Block;51;083;9306.00;1009;1
Census Block;51;083;9306.00;1010;1
Census Block;51;083;9306.00;1011;1
Census Block;51;083;9306.00;1012;1
Census Block;51;083;9306.00;1024;1
Census Block;51;083;9306.00;1025;1
Census Block;51;083;9306.00;1026;1
Census Block;51;083;9306.00;1027;1
Census Block;51;083;9306.00;1028;1
Census Block;51;083;9306.00;1029;1
Census Block;51;083;9306.00;4043;1
Census Block;51;083;9306.00;4044;1
