TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;059;4901.01;1005;1
Census Block;51;059;4901.01;1006;1
Census Block;51;059;4901.01;1007;1
Census Block;51;059;4901.01;1008;1
Census Block;51;059;4901.01;1009;1
Census Block;51;059;4901.01;1010;1
Census Block;51;059;4901.01;1013;1
Census Block;51;059;4901.01;2000;1
Census Block;51;059;4901.01;2001;1
Census Block;51;059;4901.01;2002;1
Census Block;51;059;4901.01;2003;1
Census Block;51;059;4901.01;2004;1
Census Block;51;059;4901.01;2005;1
Census Block;51;059;4901.01;2006;1
Census Block;51;059;4901.01;2007;1
Census Block;51;059;4901.01;3000;1
Census Block;51;059;4901.01;3001;1
Census Block;51;059;4901.01;3002;1
Census Block;51;059;4901.01;3003;1
Census Block;51;059;4901.01;3004;1
Census Block;51;059;4901.01;3005;1
Census Block;51;059;4901.01;3006;1
Census Block;51;059;4901.01;3007;1
Census Block;51;059;4901.01;3008;1
Census Block;51;059;4901.01;3009;1
Census Block;51;059;4901.01;3010;1
Census Block;51;059;4901.01;3011;1
Census Block;51;059;4901.01;3012;1
Census Block;51;059;4901.01;3013;1
Census Block;51;059;4901.01;3014;1
Census Block;51;059;4901.01;3015;1
Census Block;51;059;4901.01;3016;1
Census Block;51;059;4901.01;3017;1
Census Block;51;059;4901.01;3018;1
Census Block;51;059;4901.01;3019;1
Census Block;51;059;4901.01;3020;1
Census Block;51;059;4901.01;3021;1
Census Block;51;059;4901.03;3019;1
Census Block;51;059;4901.03;3028;1
Census Block;51;059;4901.03;3029;1
Census Block;51;059;4901.03;3030;1
Census Block;51;059;4901.03;3031;1
Census Block;51;059;4901.03;3032;1
Census Block;51;059;4901.03;4000;1
Census Block;51;059;4901.03;4001;1
Census Block;51;059;4901.03;4002;1
Census Block;51;059;4901.03;4003;1
Census Block;51;059;4901.03;4004;1
Census Block;51;059;4901.03;4005;1
Census Block;51;059;4901.03;4006;1
Census Block;51;059;4901.03;4007;1
Census Block;51;059;4901.03;4008;1
Census Block;51;059;4901.03;4009;1
Census Block;51;059;4901.03;4010;1
Census Block;51;059;4905.01;1000;1,2
Census Block;51;059;4905.01;1001;2
Census Block;51;059;4905.01;1002;1
Census Block;51;059;4905.01;1003;1,2
Census Block;51;059;4905.01;1004;1
Census Block;51;059;4905.01;1005;1,2
Census Block;51;059;4905.01;1006;1,2
Census Block;51;059;4905.01;2000;1,2
Census Block;51;059;4905.01;2001;1,2
Census Block;51;059;4905.01;2002;1
Census Block;51;059;4905.01;2003;1,2
Census Block;51;059;4905.01;2004;1,2
Census Block;51;059;4905.01;2005;2
Census Block;51;059;4905.01;2006;2
Census Block;51;059;4905.01;2007;2
Census Block;51;059;4905.02;1012;2
Census Block;51;059;4905.02;1022;2
Census Block;51;059;4905.02;1023;2
Census Block;51;059;4911.01;2017;1
Census Block;51;059;4911.01;2019;1
Census Block;51;059;4911.02;1000;1
Census Block;51;059;4911.02;1001;1
Census Block;51;059;4911.02;1002;1
Census Block;51;059;4911.02;1003;1
Census Block;51;059;4911.02;1004;1
Census Block;51;059;4911.02;1005;1
Census Block;51;059;4911.02;1006;1
Census Block;51;059;4911.02;1007;1
Census Block;51;059;4911.02;1008;1
Census Block;51;059;4911.02;1009;1
Census Block;51;059;4911.02;1010;1
Census Block;51;059;4911.02;1011;1
Census Block;51;059;4911.02;1012;1
Census Block;51;059;4911.02;1013;1
Census Block;51;059;4911.02;2000;1
Census Block;51;059;4911.02;2001;1
Census Block;51;059;4911.02;2002;1
Census Block;51;059;4911.02;2003;1
Census Block;51;059;4911.02;2004;1
Census Block;51;059;4911.02;2005;1
Census Block;51;059;4911.02;2006;1
Census Block;51;059;4911.02;2007;1
Census Block;51;059;4911.02;2008;1
Census Block;51;059;4911.02;2009;1
Census Block;51;059;4911.02;2010;1
Census Block;51;059;4911.02;2011;1
Census Block;51;059;4911.02;2012;1
Census Block;51;059;4911.02;2013;1
Census Block;51;059;4911.02;2014;1
Census Block;51;059;4911.02;2015;1
Census Block;51;059;4911.02;2016;1
Census Block;51;059;4911.02;2017;1
Census Block;51;059;4911.02;2018;1
Census Block;51;059;4911.02;2019;1
Census Block;51;059;4911.03;1000;1
Census Block;51;059;4911.03;1001;1
Census Block;51;059;4911.03;1002;1
Census Block;51;059;4911.03;1003;1
Census Block;51;059;4911.03;1004;1
Census Block;51;059;4911.03;1005;1
Census Block;51;059;4911.03;1006;1
Census Block;51;059;4911.03;1007;1
Census Block;51;059;4911.03;1008;1,2
Census Block;51;059;4911.03;1009;1
Census Block;51;059;4911.03;1010;2
Census Block;51;059;4911.03;1011;1
Census Block;51;059;4911.03;1012;1,2
Census Block;51;059;4911.03;1013;1
Census Block;51;059;4911.03;1014;2
Census Block;51;059;4911.03;1015;1
Census Block;51;059;4911.03;1016;2
Census Block;51;059;4911.03;1017;2
Census Block;51;059;4911.03;1018;2
Census Block;51;059;4911.03;1019;2
Census Block;51;059;4911.03;1020;2
Census Block;51;059;4911.03;2000;A1
Census Block;51;059;4911.03;2001;A1
Census Block;51;059;4911.03;2002;A1
Census Block;51;059;4911.03;2003;A1
Census Block;51;059;4911.03;2004;A1
Census Block;51;059;4911.03;2005;1
Census Block;51;059;4911.03;2006;1,2
Census Block;51;059;4911.03;2007;2
Census Block;51;059;4911.03;2008;1,2
Census Block;51;059;4911.03;2009;2
Census Block;51;059;4911.03;2010;1
Census Block;51;059;4911.03;2011;1
Census Block;51;059;4911.03;2012;1
Census Block;51;059;4911.03;2013;2
Census Block;51;059;4911.03;2014;2
Census Block;51;059;4911.03;2015;1,2
Census Block;51;059;4911.03;2016;1
Census Block;51;059;4911.03;3000;1
Census Block;51;059;4911.03;3001;A1
Census Block;51;059;4911.03;3002;1
Census Block;51;059;4911.03;3003;1
Census Block;51;059;4911.03;3004;A1
Census Block;51;059;4911.03;3005;A1
Census Block;51;059;4911.03;3006;A1
Census Block;51;059;4911.03;3007;A1
Census Block;51;059;4911.03;3008;A1
Census Block;51;059;4911.03;3009;A1
Census Block;51;059;4911.03;3010;1
Census Block;51;059;4911.03;3011;1
Census Block;51;059;4911.03;3012;A1
Census Block;51;059;4911.03;4000;1
Census Block;51;059;4911.03;4001;1
Census Block;51;059;4912.01;1000;1
Census Block;51;059;4912.01;1001;1
Census Block;51;059;4912.01;1002;1
Census Block;51;059;4912.01;1003;1
Census Block;51;059;4912.01;1004;1,2
Census Block;51;059;4912.01;1005;1
Census Block;51;059;4912.01;1006;1
Census Block;51;059;4912.01;1007;2
Census Block;51;059;4912.01;1008;1,2
Census Block;51;059;4912.01;1009;1,2
Census Block;51;059;4912.01;2000;1
Census Block;51;059;4912.01;2001;1
Census Block;51;059;4912.01;2002;1
Census Block;51;059;4912.01;2003;1,2
Census Block;51;059;4912.01;2004;1
Census Block;51;059;4912.01;2005;1,2
Census Block;51;059;4912.01;2006;1
Census Block;51;059;4912.01;2007;1
Census Block;51;059;4912.01;2008;1
Census Block;51;059;4912.01;2009;1,2
Census Block;51;059;4912.01;3000;1
Census Block;51;059;4912.01;3001;1
Census Block;51;059;4912.01;3002;1
Census Block;51;059;4912.01;3003;1
Census Block;51;059;4912.01;3004;1
Census Block;51;059;4912.01;3005;1
Census Block;51;059;4912.01;3006;1
Census Block;51;059;4912.01;3007;1
Census Block;51;059;4912.01;3008;1
Census Block;51;059;4912.01;3009;1
Census Block;51;059;4912.01;3010;1
Census Block;51;059;4912.01;3011;1
Census Block;51;059;4912.01;3012;1
Census Block;51;059;4912.01;3013;1
Census Block;51;059;4912.01;3014;1
Census Block;51;059;4912.01;3015;1,2
Census Block;51;059;4912.01;3016;1,2
Census Block;51;059;4912.01;3017;1,2
Census Block;51;059;4912.01;3018;1,2
Census Block;51;059;4912.01;4000;1
Census Block;51;059;4912.01;4001;1
Census Block;51;059;4912.01;4002;1
Census Block;51;059;4912.01;4003;1
Census Block;51;059;4912.01;4004;1
Census Block;51;059;4912.01;4005;1
Census Block;51;059;4912.01;4006;1
Census Block;51;059;4912.02;1000;1
Census Block;51;059;4912.02;1001;1
Census Block;51;059;4912.02;1002;1
Census Block;51;059;4912.02;1003;1
Census Block;51;059;4912.02;1004;1
Census Block;51;059;4912.02;1005;1
Census Block;51;059;4912.02;1006;1
Census Block;51;059;4912.02;1007;1
Census Block;51;059;4912.02;1008;1
Census Block;51;059;4912.02;1009;1
Census Block;51;059;4912.02;1010;1
Census Block;51;059;4912.02;1011;1
Census Block;51;059;4912.02;1012;1,2
Census Block;51;059;4912.02;1013;1,2
Census Block;51;059;4912.02;1014;1,2
Census Block;51;059;4912.02;1015;1
Census Block;51;059;4912.02;1016;1
Census Block;51;059;4913.01;2000;2
Census Block;51;059;4913.01;2001;2
Census Block;51;059;4913.01;2002;2
Census Block;51;059;4913.01;2003;2
Census Block;51;059;4913.01;2004;2
Census Block;51;059;4913.01;2005;2
Census Block;51;059;4913.01;2006;2
Census Block;51;059;4913.01;2007;2
Census Block;51;059;4913.01;2008;2
Census Block;51;059;4913.01;2009;2
Census Block;51;059;4913.01;2010;2
Census Block;51;059;4913.01;2011;2
Census Block;51;059;4913.01;2012;2
Census Block;51;059;4913.01;2013;2
Census Block;51;059;4913.01;2014;2
Census Block;51;059;4913.01;2015;2
Census Block;51;059;4913.01;2016;2
Census Block;51;059;4913.01;3000;2
Census Block;51;059;4913.01;3001;2
Census Block;51;059;4913.01;3002;2
Census Block;51;059;4913.01;3003;2
Census Block;51;059;4913.01;3004;2
Census Block;51;059;4913.01;3005;2
Census Block;51;059;4913.01;3006;2
Census Block;51;059;4913.01;3007;2
Census Block;51;059;4913.01;3008;2
Census Block;51;059;4913.01;3009;2
Census Block;51;059;4913.01;3010;2
Census Block;51;059;4913.01;3011;2
Census Block;51;059;4913.01;4000;2
Census Block;51;059;4913.01;4001;2
Census Block;51;059;4913.01;4002;2
Census Block;51;059;4913.01;4003;2
Census Block;51;059;4913.01;4004;2
Census Block;51;059;4913.01;4005;2
Census Block;51;059;4913.01;4006;2
Census Block;51;059;4913.01;4007;2
Census Block;51;059;4913.01;4008;2
Census Block;51;059;4913.01;4009;2
Census Block;51;059;4913.01;4010;2
Census Block;51;059;4913.01;4012;2
Census Block;51;059;4913.01;4013;2
Census Block;51;059;4913.02;1000;2
Census Block;51;059;4913.02;1001;2
Census Block;51;059;4913.02;1002;2
Census Block;51;059;4913.02;1003;2
Census Block;51;059;4913.02;1004;2
