TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;161;307.01;1000;1
Census Block;51;161;307.01;1001;1
Census Block;51;161;307.01;1002;1
Census Block;51;161;307.01;1003;1
Census Block;51;161;307.01;1004;1
Census Block;51;161;307.01;1005;1
Census Block;51;161;307.01;1006;1
Census Block;51;161;307.01;1007;1
Census Block;51;161;307.01;1008;1
Census Block;51;161;307.01;1009;1
Census Block;51;161;307.01;1010;1
Census Block;51;161;307.01;1011;1
Census Block;51;161;307.01;1012;1
Census Block;51;161;307.01;1013;1
Census Block;51;161;307.01;1014;1
Census Block;51;161;307.01;1015;1
Census Block;51;161;307.01;1016;1
Census Block;51;161;307.01;1017;1
Census Block;51;161;307.01;1018;1
Census Block;51;161;307.01;1019;1
Census Block;51;161;307.01;1020;1
Census Block;51;161;307.01;1021;1
Census Block;51;161;307.01;1022;1
Census Block;51;161;307.01;1023;1
Census Block;51;161;307.01;1024;1
Census Block;51;161;307.01;1025;1
Census Block;51;161;307.01;1026;1
Census Block;51;161;307.01;1027;1
Census Block;51;161;307.01;1028;1
Census Block;51;161;307.01;1029;1
Census Block;51;161;307.01;1030;1
Census Block;51;161;307.01;1031;1
Census Block;51;161;307.01;1032;1
Census Block;51;161;307.01;1033;1
Census Block;51;161;307.01;1034;1
Census Block;51;161;307.01;1035;1
Census Block;51;161;307.01;1036;1
Census Block;51;161;307.01;1037;1
Census Block;51;161;307.01;1038;1
Census Block;51;161;307.01;1039;1
Census Block;51;161;307.01;1040;1
Census Block;51;161;307.01;1041;1
Census Block;51;161;307.01;2000;1
Census Block;51;161;307.01;2001;1
Census Block;51;161;307.01;2002;1
Census Block;51;161;307.01;2003;1
Census Block;51;161;307.01;2004;1
Census Block;51;161;307.01;2005;1
Census Block;51;161;307.01;2006;1
Census Block;51;161;307.01;2007;1
Census Block;51;161;307.01;2008;1
Census Block;51;161;307.01;2009;1
Census Block;51;161;307.01;2010;1
Census Block;51;161;307.01;2011;1
Census Block;51;161;307.01;2012;1
Census Block;51;161;307.01;2013;1
Census Block;51;161;307.01;2014;1
Census Block;51;161;307.01;2015;1
Census Block;51;161;307.01;2016;1
Census Block;51;161;307.01;2017;1
Census Block;51;161;307.01;2018;1
Census Block;51;161;307.01;2019;1
Census Block;51;161;307.01;2020;1
Census Block;51;161;307.01;3000;1
Census Block;51;161;307.01;3001;1
Census Block;51;161;307.01;3002;1
Census Block;51;161;307.01;3003;1
Census Block;51;161;307.01;3004;1
Census Block;51;161;307.01;3005;1
Census Block;51;161;307.01;3006;1
Census Block;51;161;307.01;3007;1
Census Block;51;161;307.01;3008;1
Census Block;51;161;307.01;3009;1
Census Block;51;161;307.01;3010;1
Census Block;51;161;307.01;3011;1
Census Block;51;161;307.01;3012;1
Census Block;51;161;307.01;3013;1
Census Block;51;161;307.01;3014;1
Census Block;51;161;307.01;3015;1
Census Block;51;161;307.01;3016;1
Census Block;51;161;307.01;3017;1
Census Block;51;161;307.01;3018;1
Census Block;51;161;307.01;3019;1
Census Block;51;161;307.01;3020;1
Census Block;51;161;307.01;3021;1
Census Block;51;161;307.01;3022;1
Census Block;51;161;307.01;3023;1
Census Block;51;161;307.01;3024;1
Census Block;51;161;307.01;3025;1
Census Block;51;161;307.01;3026;1
Census Block;51;161;307.01;3027;1
Census Block;51;161;307.01;4000;1
Census Block;51;161;307.01;4001;1
Census Block;51;161;307.01;4002;1
Census Block;51;161;307.01;4003;1
Census Block;51;161;307.01;4004;1
Census Block;51;161;307.01;4005;1
Census Block;51;161;307.01;4006;1
Census Block;51;161;307.01;4007;1
Census Block;51;161;307.01;4008;1
Census Block;51;161;307.02;1000;1
Census Block;51;161;307.02;1001;1
Census Block;51;161;307.02;1002;1
Census Block;51;161;307.02;1003;1
Census Block;51;161;307.02;1004;1
Census Block;51;161;307.02;1005;1
Census Block;51;161;307.02;1006;1
Census Block;51;161;307.02;1007;1
Census Block;51;161;307.02;1008;1
Census Block;51;161;307.02;1009;1
Census Block;51;161;307.02;1010;1
Census Block;51;161;307.02;1011;1
Census Block;51;161;307.02;1012;1
Census Block;51;161;307.02;1013;1
Census Block;51;161;307.02;2000;1
Census Block;51;161;307.02;2001;1
Census Block;51;161;307.02;2002;1
Census Block;51;161;307.02;2003;1
Census Block;51;161;307.02;2004;1
Census Block;51;161;307.02;2005;1
Census Block;51;161;307.02;2006;1
Census Block;51;161;307.02;2007;1
Census Block;51;161;307.02;2008;1
Census Block;51;161;307.02;2009;1
Census Block;51;161;307.02;2010;1
Census Block;51;161;307.02;2011;1
Census Block;51;161;307.02;2012;1
Census Block;51;161;307.02;2013;1
Census Block;51;161;307.02;2014;1
Census Block;51;161;307.02;3000;2
Census Block;51;161;307.02;3001;1,2
Census Block;51;161;307.02;3002;1,2
Census Block;51;161;307.02;3003;2
Census Block;51;161;307.02;3004;2
Census Block;51;161;307.02;3005;2
Census Block;51;161;307.02;3006;1,2
Census Block;51;161;307.02;3007;2
Census Block;51;161;307.02;3008;2
Census Block;51;161;307.02;3009;2
Census Block;51;161;307.02;3010;1
Census Block;51;161;307.02;3011;1
Census Block;51;161;307.02;3012;1,2
Census Block;51;161;307.02;3013;1,2
Census Block;51;161;307.02;3014;2
Census Block;51;161;307.02;3015;2
Census Block;51;161;307.02;3016;2
Census Block;51;161;307.02;3017;2
Census Block;51;161;307.02;3018;1
Census Block;51;161;307.02;3019;1
Census Block;51;161;307.02;3020;2
Census Block;51;161;307.02;4000;1
Census Block;51;161;307.02;4001;1
Census Block;51;161;307.02;4002;1
Census Block;51;161;307.02;4003;1
Census Block;51;161;307.02;4004;1
Census Block;51;161;307.02;4005;1
Census Block;51;161;307.02;4006;1
Census Block;51;161;307.02;4007;1
Census Block;51;161;307.02;4008;1
Census Block;51;161;307.02;4009;1
Census Block;51;161;307.02;4010;1
Census Block;51;161;307.02;4011;1
Census Block;51;161;307.02;4012;1
Census Block;51;161;307.02;4013;1
Census Block;51;161;307.02;4014;1
Census Block;51;161;307.02;4015;1
Census Block;51;161;307.02;4016;1
Census Block;51;161;307.02;4017;1
Census Block;51;161;307.02;4018;1
Census Block;51;161;307.02;4019;1
Census Block;51;161;307.02;4020;1
Census Block;51;161;307.02;4021;1
Census Block;51;161;307.02;4022;1
Census Block;51;161;307.02;4023;1
Census Block;51;161;307.02;4024;1
Census Block;51;161;307.02;4025;1
Census Block;51;161;307.02;4026;1
Census Block;51;161;307.02;4027;1
Census Block;51;161;307.02;4028;1
Census Block;51;161;307.02;4029;1
Census Block;51;161;307.02;4030;1
Census Block;51;161;307.02;4031;1
Census Block;51;161;307.02;4032;1
Census Block;51;161;307.02;4033;1
Census Block;51;161;307.02;4034;1
Census Block;51;161;308.01;1000;2
Census Block;51;161;308.01;1001;2
Census Block;51;161;308.01;1002;2
Census Block;51;161;308.01;1003;2
Census Block;51;161;308.01;1004;2
Census Block;51;161;308.01;1005;2
Census Block;51;161;308.01;1006;2
Census Block;51;161;308.01;1007;2
Census Block;51;161;308.01;1008;2
Census Block;51;161;308.01;1009;1,2
Census Block;51;161;308.01;1010;2
Census Block;51;161;308.01;1011;2
Census Block;51;161;308.01;1012;2
Census Block;51;161;308.01;1013;1,2
Census Block;51;161;308.01;1014;1
Census Block;51;161;308.01;1015;1
Census Block;51;161;308.01;1016;1,2
Census Block;51;161;308.01;1017;2
Census Block;51;161;308.01;1018;2
Census Block;51;161;308.01;1019;2
Census Block;51;161;308.01;1020;2
Census Block;51;161;308.01;1021;2
Census Block;51;161;308.01;1022;2
Census Block;51;161;308.01;1023;1,2
Census Block;51;161;308.01;1024;1,2
Census Block;51;161;308.01;1025;1,2
Census Block;51;161;308.01;1026;1
Census Block;51;161;308.01;1027;1
Census Block;51;161;308.01;1028;1,2
Census Block;51;161;308.01;1029;1,2
Census Block;51;161;308.01;2000;2
Census Block;51;161;308.01;2001;2
Census Block;51;161;308.01;2002;2
Census Block;51;161;308.01;2003;2
Census Block;51;161;308.01;2004;2
Census Block;51;161;308.01;2005;2
Census Block;51;161;308.01;2006;2
Census Block;51;161;308.01;2007;2
Census Block;51;161;308.01;2008;2
Census Block;51;161;308.01;2009;2
Census Block;51;161;308.01;2010;2
Census Block;51;161;308.01;2011;2
Census Block;51;161;308.01;2012;2
Census Block;51;161;308.01;2013;2
Census Block;51;161;308.01;3000;2
Census Block;51;161;308.01;3001;2
Census Block;51;161;308.01;3002;2
Census Block;51;161;308.01;3003;2
