TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;131;9301.00;2086;1
Census Block;51;131;9301.00;2089;1
Census Block;51;131;9301.00;2097;1
Census Block;51;131;9301.00;2101;1
Census Block;51;131;9301.00;2102;1
Census Block;51;131;9301.00;2103;1
Census Block;51;131;9301.00;2104;1
Census Block;51;131;9301.00;2105;1
Census Block;51;131;9301.00;2106;1
Census Block;51;131;9301.00;2107;1
Census Block;51;131;9301.00;2108;1
Census Block;51;131;9301.00;2109;1
Census Block;51;131;9301.00;2110;1
Census Block;51;131;9301.00;2111;1
Census Block;51;131;9301.00;2112;1
Census Block;51;131;9301.00;2113;1
Census Block;51;131;9301.00;4182;1
Census Block;51;131;9301.00;4183;1
Census Block;51;131;9301.00;4184;1
Census Block;51;131;9301.00;4185;1
Census Block;51;131;9301.00;4186;1
Census Block;51;131;9301.00;4189;1
Census Block;51;131;9301.00;4190;1
Census Block;51;131;9301.00;4191;1
Census Block;51;131;9301.00;4194;1
Census Block;51;131;9301.00;4195;1
Census Block;51;131;9301.00;4196;1
Census Block;51;131;9301.00;4197;1
Census Block;51;131;9301.00;4198;1
Census Block;51;131;9301.00;4199;1
Census Block;51;131;9301.00;4200;1
Census Block;51;131;9301.00;4201;1
Census Block;51;131;9301.00;4202;1
Census Block;51;131;9301.00;4203;1
Census Block;51;131;9301.00;4208;1
Census Block;51;131;9301.00;4222;1
Census Block;51;131;9302.00;4000;1
Census Block;51;131;9302.00;4001;1
Census Block;51;131;9302.00;4002;1
