TYPE;STATE;COUNTY;TRACT;BLOCK;SHEETS
Census Block;51;171;408.00;1012;1
Census Block;51;171;408.00;1013;1
Census Block;51;171;408.00;1014;1
Census Block;51;171;408.00;1015;1
Census Block;51;171;408.00;1016;1
Census Block;51;171;408.00;1017;1
Census Block;51;171;408.00;1018;1
Census Block;51;171;408.00;1019;1
Census Block;51;171;408.00;1020;1
Census Block;51;171;408.00;1021;1
Census Block;51;171;408.00;1022;1
Census Block;51;171;408.00;1023;1
Census Block;51;171;408.00;1024;1
Census Block;51;171;408.00;1026;1
Census Block;51;171;408.00;1027;1
Census Block;51;171;408.00;1028;1
Census Block;51;171;408.00;1029;1
Census Block;51;171;408.00;1030;1
Census Block;51;171;408.00;1031;1
Census Block;51;171;408.00;1032;1
Census Block;51;171;408.00;1034;1
Census Block;51;171;408.00;1035;1
Census Block;51;171;408.00;1036;1
Census Block;51;171;408.00;1037;1
Census Block;51;171;408.00;1038;1
Census Block;51;171;408.00;1039;1
Census Block;51;171;408.00;1040;1
Census Block;51;171;408.00;1041;1
Census Block;51;171;408.00;1042;1
Census Block;51;171;408.00;1043;1
Census Block;51;171;408.00;1045;1
Census Block;51;171;408.00;1046;1
Census Block;51;171;408.00;1052;1
Census Block;51;171;408.00;1053;1
Census Block;51;171;408.00;1056;1
Census Block;51;171;408.00;1061;1
Census Block;51;171;408.00;1062;1
Census Block;51;171;408.00;1063;1
Census Block;51;171;408.00;1064;1
Census Block;51;171;408.00;1066;1
Census Block;51;171;408.00;2043;1
Census Block;51;171;408.00;2044;1
Census Block;51;171;408.00;2045;1
Census Block;51;171;408.00;2060;1
Census Block;51;171;408.00;2061;1
Census Block;51;171;408.00;2062;1
Census Block;51;171;408.00;2063;1
Census Block;51;171;408.00;2074;1
Census Block;51;171;408.00;2075;1
Census Block;51;171;408.00;2076;1
Census Block;51;171;408.00;2077;1
Census Block;51;171;408.00;2078;1
Census Block;51;171;408.00;2079;1
Census Block;51;171;408.00;2080;1
Census Block;51;171;408.00;2081;1
